id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight
2868,451335,Edmilson Fernandes,215556,0096-04-15 00:00:00 UTC,190.5,154
2901,144989,Efe Ambrose,186876,0088-10-18 00:00:00 UTC,190.5,154
8840,575789,Reece Oxford,225908,0098-12-16 00:00:00 UTC,190.5,157
18,23499,Aaron Wilbraham,2335,0079-10-21 00:00:00 UTC,190.5,159
4928,523414,Jhonder Cadiz,229319,0095-07-29 00:00:00 UTC,190.5,161
7535,213167,Mike Te Wierik,200425,0092-06-08 00:00:00 UTC,190.5,161
4600,109897,James Tomkins,173546,0089-03-29 00:00:00 UTC,190.5,163
1727,21914,Chris Robertson,181457,0086-10-11 00:00:00 UTC,190.5,163
8307,109281,Pape M'Bow,183553,0088-05-22 00:00:00 UTC,190.5,163
7280,94887,Maximilian Haas,200916,0085-12-07 00:00:00 UTC,190.5,163
8226,23891,Owain Tudor Jones,171587,0084-10-15 00:00:00 UTC,190.5,163
761,24336,Andrew O'Brien,4695,0079-06-29 00:00:00 UTC,190.5,163
1489,201733,Callum Ball,197970,0092-10-08 00:00:00 UTC,190.5,163
1716,34421,Chris Kirkland,13843,0081-05-02 00:00:00 UTC,190.5,163
7750,37986,Mustapha Diallo,192673,0086-05-14 00:00:00 UTC,190.5,165
2166,32088,Daniel Seaborne,188167,0087-03-05 00:00:00 UTC,190.5,165
8402,244911,Paul McCallum,202619,0093-07-28 00:00:00 UTC,190.5,165
10717,169906,Vytautas Cerniauskas,206270,0089-03-12 00:00:00 UTC,190.5,165
6028,500585,Leandro Pereira,222741,0091-07-13 00:00:00 UTC,190.5,165
10043,109621,Steven Nzonzi,187936,0088-12-15 00:00:00 UTC,190.5,165
6363,620136,Luis Maria Zwick,227938,0094-05-24 00:00:00 UTC,190.5,165
6611,200743,Marcel Appiah,200158,0088-03-26 00:00:00 UTC,190.5,165
8967,23091,Richard Stearman,155524,0087-08-19 00:00:00 UTC,190.5,168
9180,292678,Romain Saiss,208295,0090-03-26 00:00:00 UTC,190.5,168
8824,292313,Raul Jimenez,204838,0091-05-05 00:00:00 UTC,190.5,168
10113,424879,Sven van Beek,213000,0094-07-28 00:00:00 UTC,190.5,168
5884,429848,Kornel Osyra,208348,0093-02-07 00:00:00 UTC,190.5,168
9663,463301,Sergej Milinkovic-Savic,223848,0095-02-27 00:00:00 UTC,190.5,168
1026,171094,Ashton Taylor,193123,0090-09-02 00:00:00 UTC,190.5,168
8655,463950,Piotr Zemlo,217591,0095-07-10 00:00:00 UTC,190.5,168
8911,242874,Ricardo Ferreira,210862,0092-11-25 00:00:00 UTC,190.5,168
2548,598355,Denis Zakaria,229261,0096-11-20 00:00:00 UTC,190.5,168
4255,239599,Houdret,208389,0093-08-09 00:00:00 UTC,190.5,168
9358,40695,Ryan Shawcross,169596,0087-10-04 00:00:00 UTC,190.5,168
1350,35442,Bradley Jones,165735,0082-03-19 00:00:00 UTC,190.5,168
3972,202180,Grant Hanley,198904,0091-11-20 00:00:00 UTC,190.5,168
6587,109786,Marc McAusland,189184,0088-08-13 00:00:00 UTC,190.5,170
10305,651112,Tim Linthorst,229213,0094-02-25 00:00:00 UTC,190.5,170
739,72401,Andrej Rendla,183999,0090-10-13 00:00:00 UTC,190.5,170
9825,27685,Simone Missiroli,176553,0086-05-23 00:00:00 UTC,190.5,170
2126,93218,Daniel Fanger,177870,0088-08-11 00:00:00 UTC,190.5,170
9092,259296,Robin Knoche,203030,0092-05-22 00:00:00 UTC,190.5,170
5816,354491,Khalid Boutaib,210439,0087-04-24 00:00:00 UTC,190.5,170
6977,154271,Martin Kelly,184037,0090-04-27 00:00:00 UTC,190.5,170
2724,308842,Dobrivoj Rusov,227654,0093-01-13 00:00:00 UTC,190.5,170
10957,33420,Yohann Poulard,50888,0076-07-01 00:00:00 UTC,190.5,170
1078,26372,Badara Sene,169810,0084-11-19 00:00:00 UTC,190.5,170
10020,176889,Steven Caulker,193504,0091-12-29 00:00:00 UTC,190.5,170
7414,488960,Michal Helik,219293,0095-09-09 00:00:00 UTC,190.5,170
3542,35607,Frank Fahrenhorst,1177,0077-09-24 00:00:00 UTC,190.5,170
1756,304017,Christian Irobiso,207918,0093-05-28 00:00:00 UTC,190.5,170
7247,209296,Mavroudis Bougaidis,203767,0093-06-01 00:00:00 UTC,190.5,170
8087,304355,Odisseas Vlachodimos,211990,0094-04-26 00:00:00 UTC,190.5,170
3351,45888,Ferry de Regt,182619,0088-08-29 00:00:00 UTC,190.5,172
7898,27031,Nico Pellatz,158859,0086-07-08 00:00:00 UTC,190.5,172
9213,37177,Ronald Graafland,137767,0079-04-30 00:00:00 UTC,190.5,172
2259,39304,Dario Dainelli,7647,0079-06-09 00:00:00 UTC,190.5,172
11070,282473,Zouhair Feddal,205705,0089-01-01 00:00:00 UTC,190.5,172
9125,675088,Rodrigo Hernandez,231866,0096-06-22 00:00:00 UTC,190.5,172
9141,34193,Roger Johnson,53353,0083-04-28 00:00:00 UTC,190.5,172
8913,38755,Ricardo Fuller,116197,0079-10-31 00:00:00 UTC,190.5,172
9536,23837,Scott Dann,157665,0087-02-14 00:00:00 UTC,190.5,172
8809,230982,Raphael Varane,201535,0093-04-25 00:00:00 UTC,190.5,172
1526,165889,Carlao,192512,0086-08-01 00:00:00 UTC,190.5,172
6588,289118,Marc McCallum,203133,0093-03-27 00:00:00 UTC,190.5,172
95,180197,Adam Collin,53363,0084-12-09 00:00:00 UTC,190.5,172
8220,174480,Oussama Darragi,195836,0087-04-03 00:00:00 UTC,190.5,172
6809,257845,Mario Buehler,204228,0092-02-05 00:00:00 UTC,190.5,172
4963,503659,Joachim Andersen,224221,0096-05-31 00:00:00 UTC,190.5,172
6615,26953,Marcel Eger,137962,0083-03-23 00:00:00 UTC,190.5,172
4002,243250,Gregory Mertens,198276,0091-02-02 00:00:00 UTC,190.5,172
5064,42573,Joey Didulica,47092,0077-10-14 00:00:00 UTC,190.5,172
3736,243422,Geoffrey Castillion,190814,0091-05-25 00:00:00 UTC,190.5,172
10208,25565,Thimothee Atouba,45082,0082-02-17 00:00:00 UTC,190.5,172
93,557396,Adam Buksa,224438,0096-07-12 00:00:00 UTC,190.5,172
5509,36771,Julian Schuster,177520,0085-04-15 00:00:00 UTC,190.5,172
7526,31701,Mikael Lustig,176942,0086-12-13 00:00:00 UTC,190.5,172
9352,94467,Ryan McGowan,190180,0089-08-15 00:00:00 UTC,190.5,172
929,186975,Apostolos Vellios,202517,0092-01-08 00:00:00 UTC,190.5,172
8611,25792,Philippe Montandon,47702,0082-07-15 00:00:00 UTC,190.5,172
1424,346111,Bruno Godeau,210361,0092-05-10 00:00:00 UTC,190.5,172
8382,602493,Paul Bernardoni,223898,0097-04-18 00:00:00 UTC,190.5,172
8864,202215,Renan,198056,0090-12-12 00:00:00 UTC,190.5,172
2139,172768,Daniel Hoeegh,201301,0091-01-06 00:00:00 UTC,190.5,174
9556,318493,Sean Kelly,210352,0093-11-01 00:00:00 UTC,190.5,174
5564,289441,Jurgen Locadia,204366,0093-11-07 00:00:00 UTC,190.5,174
781,47382,Andy Carroll,182836,0089-01-06 00:00:00 UTC,190.5,174
7087,71908,Mathias Joergensen,183491,0090-04-23 00:00:00 UTC,190.5,174
7645,47340,Mohamadou Sissoko,192844,0088-08-08 00:00:00 UTC,190.5,174
8176,13033,Orestis Karnezis,183497,0085-07-11 00:00:00 UTC,190.5,174
1850,23349,Clarke Carlisle,607,0079-10-14 00:00:00 UTC,190.5,174
547,39978,Alou Diarra,53030,0081-07-15 00:00:00 UTC,190.5,174
5631,39330,Kari Arnason,166851,0082-10-13 00:00:00 UTC,190.5,174
2235,26451,Danny Koevermans,148622,0078-11-01 00:00:00 UTC,190.5,174
5480,493731,Jubal,217565,0093-08-29 00:00:00 UTC,190.5,174
6745,109650,Marco van Duin,172870,0087-02-11 00:00:00 UTC,190.5,174
7547,33960,Mikel Gonzalez,172294,0085-09-24 00:00:00 UTC,190.5,174
10662,49541,Vincenzo Fiorillo,185172,0090-01-13 00:00:00 UTC,190.5,174
6980,38188,Martin Lanig,135069,0084-07-11 00:00:00 UTC,190.5,174
331,303484,Alejandro Galvez,199487,0089-06-06 00:00:00 UTC,190.5,174
9839,38797,Sinan Bolat,162220,0088-09-03 00:00:00 UTC,190.5,174
363,173913,Alen Melunovic,193936,0090-01-26 00:00:00 UTC,190.5,174
9849,361793,Slimane Sissoko,229000,0091-03-20 00:00:00 UTC,190.5,174
10545,134318,Valdas Trakys,137554,0079-03-20 00:00:00 UTC,190.5,174
5408,147951,Josip Ilicic,200647,0088-01-29 00:00:00 UTC,190.5,174
8759,656698,Rafal Makowski,229981,0096-08-05 00:00:00 UTC,190.5,174
10452,166020,Tongo Hamed Doumbia,192767,0089-08-06 00:00:00 UTC,190.5,174
2396,41175,David Ngog,177576,0089-04-01 00:00:00 UTC,190.5,174
2464,41670,Davide Zoboli,159039,0081-10-08 00:00:00 UTC,190.5,174
6502,41117,Mamadou Bagayoko,5459,0079-05-21 00:00:00 UTC,190.5,176
10508,190604,Ugo Gabrieli,205642,0089-06-06 00:00:00 UTC,190.5,176
6284,66757,Lucas Hradecky,190941,0089-11-24 00:00:00 UTC,190.5,176
10271,280977,Tiago Ilori,205185,0093-02-26 00:00:00 UTC,190.5,176
9016,448811,Robbie Muirhead,215420,0096-03-08 00:00:00 UTC,190.5,176
4570,275771,Jakub Wojcicki,215584,0088-07-09 00:00:00 UTC,190.5,176
9701,553476,Sergio Rochet,223690,0093-03-23 00:00:00 UTC,190.5,176
9818,111818,Simone Benedetti,198953,0092-04-03 00:00:00 UTC,190.5,176
9953,30475,Stephan Keller,32442,0079-05-31 00:00:00 UTC,190.5,176
2426,30728,David Trezeguet,5984,0077-10-15 00:00:00 UTC,190.5,176
5606,150670,Kamil Glik,190547,0088-02-03 00:00:00 UTC,190.5,176
5665,212708,Kasper Larsen,208102,0093-01-25 00:00:00 UTC,190.5,176
9588,69553,Sebastian Madera,165001,0085-05-30 00:00:00 UTC,190.5,176
1357,178758,Bram Nuytinck,193091,0090-05-04 00:00:00 UTC,190.5,176
6179,291642,Lionel Zouma,206220,0093-09-10 00:00:00 UTC,190.5,176
9160,31300,Rolando,163083,0085-08-31 00:00:00 UTC,190.5,176
4958,131403,Jo Coppens,184148,0090-12-21 00:00:00 UTC,190.5,176
8678,40159,Przemyslaw Kazmierczak,155676,0082-05-05 00:00:00 UTC,190.5,176
6653,78908,Marcelo,180334,0087-05-25 00:00:00 UTC,190.5,176
9498,196205,Santiago Garcia,200278,0088-07-08 00:00:00 UTC,190.5,176
10784,291131,Wilfried Zahibo,206207,0093-08-21 00:00:00 UTC,190.5,176
5980,436553,Lasha Dvali,227766,0095-05-14 00:00:00 UTC,190.5,176
1792,269788,Christoph Kramer,204024,0091-02-19 00:00:00 UTC,190.5,176
2151,157249,Daniel Mojsov,192892,0087-12-25 00:00:00 UTC,190.5,176
663,38170,Andre Mijatovic,169405,0079-12-03 00:00:00 UTC,190.5,176
2410,30918,David Rozehnal,138468,0080-07-05 00:00:00 UTC,190.5,176
8469,72448,Pavol Farkas,210696,0085-03-27 00:00:00 UTC,190.5,176
714,150464,Andrea Seculin,197689,0090-07-14 00:00:00 UTC,190.5,176
6738,165952,Marco Silvestri,190745,0091-03-02 00:00:00 UTC,190.5,176
7514,196957,Mihai Alexandru Roman,230982,0092-05-31 00:00:00 UTC,190.5,176
1779,39541,Christian Terlizzi,138911,0079-11-25 00:00:00 UTC,190.5,176
1897,32706,Colin Nish,6799,0081-03-07 00:00:00 UTC,190.5,176
6455,277905,Maciej Kostrzewa,205905,0091-05-16 00:00:00 UTC,190.5,176
527,261332,Alim Oezturk,229362,0092-11-17 00:00:00 UTC,190.5,176
6918,36056,Markus Bollmann,107794,0081-01-06 00:00:00 UTC,190.5,176
7509,470361,Miguel Vieira,229494,0090-10-08 00:00:00 UTC,190.5,176
511,111801,Alfred N'Diaye,188879,0090-03-06 00:00:00 UTC,190.5,176
4164,127894,Hector Rodas,192596,0088-03-07 00:00:00 UTC,190.5,176
313,493418,Albion Avdijaj,220668,0094-01-12 00:00:00 UTC,190.5,176
2313,23288,Dave Kitson,19400,0080-01-21 00:00:00 UTC,190.5,176
2836,369859,Eddy Israfilov,206035,0092-08-02 00:00:00 UTC,190.5,176
5571,23932,Jussi Jaaskelainen,7939,0075-04-19 00:00:00 UTC,190.5,176
3744,29471,Georg Niedermaier,189922,0086-02-26 00:00:00 UTC,190.5,176
7430,252672,Michal Szromnik,201035,0093-03-04 00:00:00 UTC,190.5,176
3949,91790,Gordon Smith,198372,0091-02-14 00:00:00 UTC,190.5,176
9059,41864,Roberto Colombo,158718,0075-08-24 00:00:00 UTC,190.5,176
5551,268213,Junior Lopes,209948,0087-10-19 00:00:00 UTC,190.5,176
2310,447413,Daryl Werker,215297,0094-06-27 00:00:00 UTC,190.5,176
1205,36518,Benjamin Kessel,203445,0087-10-01 00:00:00 UTC,190.5,176
9201,391516,Romario,211685,0092-01-15 00:00:00 UTC,190.5,176
8301,192905,Pape Abdou Camara,197759,0091-09-22 00:00:00 UTC,190.5,176
4315,282015,Ibrahim Obayomi,205698,0092-09-09 00:00:00 UTC,190.5,176
6765,498295,Marcos Vinicius,212572,0091-06-27 00:00:00 UTC,190.5,179
7537,264860,Mike van der Hoorn,207725,0092-10-15 00:00:00 UTC,190.5,179
10817,246331,Willy Boly,202750,0091-02-03 00:00:00 UTC,190.5,179
5713,17319,Kenny Deuchar,140355,0080-08-06 00:00:00 UTC,190.5,179
6993,22764,Martin Skrtel,166706,0084-12-15 00:00:00 UTC,190.5,179
10837,13390,Wojciech Skaba,161930,0084-04-09 00:00:00 UTC,190.5,179
10597,109222,Vicente Guaita,189690,0087-02-18 00:00:00 UTC,190.5,179
5248,215930,Jordan Slew,202198,0092-09-07 00:00:00 UTC,190.5,179
7996,425962,Niklas Stark,212977,0095-04-14 00:00:00 UTC,190.5,179
8414,25005,Paul Scharner,45708,0080-03-11 00:00:00 UTC,190.5,179
5926,275751,Krzysztof Kaminski,210422,0090-11-26 00:00:00 UTC,190.5,179
5031,26350,Jody Viviani,52128,0082-01-25 00:00:00 UTC,190.5,179
3131,42327,Evangelos Mantzios,150288,0083-04-22 00:00:00 UTC,190.5,179
7423,288328,Michal Nalepa,214884,0093-01-22 00:00:00 UTC,190.5,179
10405,69803,Tomas Necid,181281,0089-08-13 00:00:00 UTC,190.5,179
483,210387,Alexandre Letellier,199574,0090-12-11 00:00:00 UTC,190.5,179
8719,488710,Rafa Galvez,205639,0093-05-20 00:00:00 UTC,190.5,179
4736,37410,Javier Martinez,177610,0088-09-02 00:00:00 UTC,190.5,179
11067,56929,Zoran Rendulic,188593,0084-05-22 00:00:00 UTC,190.5,179
4248,179759,Hoerdur Magnusson,208522,0093-02-11 00:00:00 UTC,190.5,179
9687,37718,Sergio Fernandez,110402,0077-05-23 00:00:00 UTC,190.5,179
4297,24000,Iain Turner,158802,0084-01-26 00:00:00 UTC,190.5,179
1626,466308,Cedric Yambere,225934,0090-11-06 00:00:00 UTC,190.5,179
3955,557356,Gracjan Horoszkiewicz,222946,0095-03-18 00:00:00 UTC,190.5,179
8324,113422,Pascal Schuerpf,193344,0089-07-15 00:00:00 UTC,190.5,179
5587,243501,Kai Heerings,205672,0090-01-12 00:00:00 UTC,190.5,179
7661,24132,Mohamed Lamine Sissoko,157393,0085-01-22 00:00:00 UTC,190.5,179
1699,98401,Chiro N'Toko,202190,0088-01-31 00:00:00 UTC,190.5,179
5799,110168,Kevin van Diermen,183479,0089-07-03 00:00:00 UTC,190.5,179
7912,39567,Nicola Pavarini,138971,0074-02-24 00:00:00 UTC,190.5,179
4654,26683,Jan-Paul Saeijs,28233,0078-06-29 00:00:00 UTC,190.5,179
7209,41971,Mattia Notari,161839,0079-05-20 00:00:00 UTC,190.5,179
10316,514301,Timo Baumgartl,223641,0096-03-04 00:00:00 UTC,190.5,179
910,298941,Antonio Milic,226518,0094-03-10 00:00:00 UTC,190.5,179
7588,31319,Milos Pavlovic,178383,0083-11-27 00:00:00 UTC,190.5,179
7704,25977,Morten Skoubo,45587,0080-06-30 00:00:00 UTC,190.5,179
1306,46030,Bolatti,183429,0085-02-17 00:00:00 UTC,190.5,179
2482,444186,De Amo,198841,0090-01-13 00:00:00 UTC,190.5,179
5421,427061,Jozo Simunovic,231002,0094-08-04 00:00:00 UTC,190.5,179
1654,111925,Chaker Zouaghi,178243,0085-01-10 00:00:00 UTC,190.5,181
2385,193870,David Mateos,198328,0087-04-22 00:00:00 UTC,190.5,181
2441,39294,Davide Bassi,178312,0085-04-12 00:00:00 UTC,190.5,181
4289,193322,Hyun-Jun Suk,195912,0091-06-29 00:00:00 UTC,190.5,181
10332,37992,Timothy Dreesen,162229,0087-01-30 00:00:00 UTC,190.5,181
10565,114368,Valery Nahayo,188561,0084-04-15 00:00:00 UTC,190.5,181
3300,177953,Felix Wiedwald,197439,0090-03-15 00:00:00 UTC,190.5,181
9187,578032,Roman Ferber,229616,0093-05-29 00:00:00 UTC,190.5,181
10836,249057,Wojciech Pawlowski,201117,0093-01-18 00:00:00 UTC,190.5,181
464,169569,Alexander Milosevic,202605,0092-01-30 00:00:00 UTC,190.5,181
3628,155260,Gabriele Angella,189288,0089-04-28 00:00:00 UTC,190.5,181
4563,206822,Jakub Slowik,201112,0091-08-31 00:00:00 UTC,190.5,181
9,528212,Aaron Lennox,206592,0093-02-19 00:00:00 UTC,190.5,181
863,46892,Anthony Weber,183361,0087-06-11 00:00:00 UTC,190.5,181
2196,358155,Daniele Rugani,211320,0094-07-29 00:00:00 UTC,190.5,181
6485,150041,Maicon,191687,0088-09-14 00:00:00 UTC,190.5,181
10232,38167,Thomas Kleine,11998,0077-12-28 00:00:00 UTC,190.5,181
10658,210443,Vincent Sasso,188538,0091-02-16 00:00:00 UTC,190.5,181
371,41424,Alessandro Ciarrocchi,178546,0088-01-03 00:00:00 UTC,190.5,181
1317,200917,Borja Baston,194996,0092-08-25 00:00:00 UTC,190.5,181
1172,470720,Ben Richards-Everton,225191,0091-10-17 00:00:00 UTC,190.5,181
5152,280896,Jonas Mendes,204615,0089-11-20 00:00:00 UTC,190.5,181
6518,157376,Manasse Enza-Yamissi,190696,0089-09-28 00:00:00 UTC,190.5,181
3233,150761,Fakhreddine Galbi,190174,0084-08-14 00:00:00 UTC,190.5,181
31,31684,Abdeslam Ouaddou,33022,0078-11-01 00:00:00 UTC,190.5,181
8516,28468,Pedro Oldoni,176762,0085-09-26 00:00:00 UTC,190.5,181
2192,42692,Daniele Padelli,162297,0085-10-25 00:00:00 UTC,190.5,181
3001,30960,Emmanuel Adebayor,53050,0084-02-26 00:00:00 UTC,190.5,181
4545,193203,Jake Jervis,198269,0091-09-17 00:00:00 UTC,190.5,181
10806,466884,William Troost-Ekong,213414,0093-09-01 00:00:00 UTC,190.5,181
3545,181229,Frank Nouble,193557,0091-09-24 00:00:00 UTC,190.5,181
5089,37087,Johannes Flum,188586,0087-12-14 00:00:00 UTC,190.5,181
5624,12692,Kanu,187789,0087-09-23 00:00:00 UTC,190.5,181
5409,655544,Josip Posavec,232350,0096-03-10 00:00:00 UTC,190.5,181
6512,164678,Mamadou Wague,191512,0090-08-19 00:00:00 UTC,190.5,181
5237,17875,Jordan Loties,137987,0084-08-05 00:00:00 UTC,190.5,181
9145,209476,Rogerio,172656,0084-09-20 00:00:00 UTC,190.5,181
9321,40094,Rune Almenning Jarstein,104389,0084-09-29 00:00:00 UTC,190.5,181
4118,41717,Hannu Tihinen,20250,0076-07-01 00:00:00 UTC,190.5,181
4803,38066,Jeff Strasser,1595,0074-10-05 00:00:00 UTC,190.5,181
2114,42052,Daniel Ciofani,178475,0085-07-31 00:00:00 UTC,190.5,181
9913,31199,Stefan Kiessling,137262,0084-01-25 00:00:00 UTC,190.5,181
4238,30455,Heurelho Gomes,135451,0081-02-15 00:00:00 UTC,190.5,181
10621,159888,Victor Ramos,189706,0089-05-05 00:00:00 UTC,190.5,181
4819,638618,Jelle de Lange,228753,0098-01-30 00:00:00 UTC,190.5,181
8214,481656,Oumar Diakhite,219767,0093-12-09 00:00:00 UTC,190.5,181
3198,34320,Fabio Grosso,45733,0077-11-28 00:00:00 UTC,190.5,181
4166,183158,Hector Yuste,192499,0088-01-12 00:00:00 UTC,190.5,181
4221,23953,Hermann Hreidarsson,4633,0074-07-11 00:00:00 UTC,190.5,181
9418,166917,Sambou Yatabare,192611,0089-03-02 00:00:00 UTC,190.5,181
813,38810,Angelos Charisteas,53061,0080-02-09 00:00:00 UTC,190.5,181
6642,165624,Marcelo Larrondo,184982,0088-02-01 00:00:00 UTC,190.5,181
7293,512734,Mbaye Diagne,220131,0091-10-28 00:00:00 UTC,190.5,181
8816,34029,Raul Albiol,157481,0085-09-04 00:00:00 UTC,190.5,181
4999,524434,Joao Palinha,229391,0095-07-09 00:00:00 UTC,190.5,181
7812,79985,Nauris Bulvitis,218474,0087-03-15 00:00:00 UTC,190.5,181
5488,41282,Juho Maekelae,150898,0083-06-23 00:00:00 UTC,190.5,181
7690,32746,Morgan De Sanctis,4667,0077-03-26 00:00:00 UTC,190.5,181
7031,25760,Massimo Colomba,7467,0077-08-24 00:00:00 UTC,190.5,181
6845,41667,Marius Stankevicius,49025,0081-07-15 00:00:00 UTC,190.5,183
7179,186705,Matthew Jones,212465,0086-05-11 00:00:00 UTC,190.5,183
3709,420731,Gautier Lloris,222286,0095-07-18 00:00:00 UTC,190.5,183
7410,138159,Michal Buchalik,189013,0089-02-03 00:00:00 UTC,190.5,183
11000,210392,Yvan Erichot,199725,0090-03-25 00:00:00 UTC,190.5,183
1740,148315,Christian Benteke,184111,0090-12-03 00:00:00 UTC,190.5,183
4749,35338,Jay Bothroyd,53655,0082-05-05 00:00:00 UTC,190.5,183
4918,174030,Jesus Fernandez,192457,0088-06-11 00:00:00 UTC,190.5,183
10561,27286,Valerien Ismael,45367,0075-09-28 00:00:00 UTC,190.5,183
1251,215168,Bernd Leno,192563,0092-03-04 00:00:00 UTC,190.5,183
9204,164352,Romeo van Dessel,191101,0089-04-09 00:00:00 UTC,190.5,183
1239,260964,Berat Djimsiti,208165,0093-02-19 00:00:00 UTC,190.5,183
6082,34214,Leon Cort,19463,0079-09-11 00:00:00 UTC,190.5,183
7902,38349,Nico van Kerckhoven,766,0070-12-14 00:00:00 UTC,190.5,183
9503,188540,Santiago Vergini,204050,0088-08-03 00:00:00 UTC,190.5,183
4651,26671,Jan Wuytens,158385,0085-06-09 00:00:00 UTC,190.5,183
9930,22386,Stefano Ferrario,184761,0085-03-28 00:00:00 UTC,190.5,183
3262,155050,Federico Fernandez,201988,0089-02-22 00:00:00 UTC,190.5,183
6997,40735,Martin Stranzl,1611,0080-06-16 00:00:00 UTC,190.5,183
7864,71399,Neven Subotic,183556,0088-12-10 00:00:00 UTC,190.5,183
2674,39163,Dimitrios Eleftheropoulos,6139,0076-08-07 00:00:00 UTC,190.5,183
9230,30646,Roque Santa Cruz,25798,0081-08-16 00:00:00 UTC,190.5,183
